match_id,account_id,hero_id,player_slot,gold,gold_spent,gold_per_min,xp_per_min,kills,deaths,assists,denies,last_hits,stuns,hero_damage,hero_healing,tower_damage,item_0,item_1,item_2,item_3,item_4,item_5,level,leaver_status,xp_hero,xp_creep,xp_roshan,xp_other,gold_other,gold_death,gold_buyback,gold_abandon,gold_sell,gold_destroying_structure,gold_killing_heros,gold_killing_creeps,gold_killing_roshan,gold_killing_couriers,unit_order_none,unit_order_move_to_position,unit_order_move_to_target,unit_order_attack_move,unit_order_attack_target,unit_order_cast_position,unit_order_cast_target,unit_order_cast_target_tree,unit_order_cast_no_target,unit_order_cast_toggle,unit_order_hold_position,unit_order_train_ability,unit_order_drop_item,unit_order_give_item,unit_order_pickup_item,unit_order_pickup_rune,unit_order_purchase_item,unit_order_sell_item,unit_order_disassemble_item,unit_order_move_item,unit_order_cast_toggle_auto,unit_order_stop,unit_order_taunt,unit_order_buyback,unit_order_glyph,unit_order_eject_item_from_stash,unit_order_cast_rune,unit_order_ping_ability,unit_order_move_to_direction,unit_order_patrol,unit_order_vector_target_position,unit_order_radar,unit_order_set_item_combine_lock,unit_order_continue
1,0,7,0,76,12160,218,206,3,4,9,0,36,37.9243,4075,0,0,0,0,0,0,0,0,12,0,3857.0,4652.0,298.0,94.0,66.0,-1046.0,,,3169.0,600.0,2574.0,1479.0,200.0,175.0,,1524.0,45.0,10.0,170.0,90.0,14.0,3.0,86.0,,90.0,12.0,,,,3.0,52.0,6.0,,9.0,,,,,1.0,,,,,,,,,
1,7,82,1,9,19625,581,756,9,10,8,9,343,None,13888,0,1679,48,0,176,96,1,108,25,0,2820.0,6588.0,298.0,22842.0,193.0,-4910.0,-238.0,,50.0,807.0,4776.0,14199.0,559.0,175.0,,3066.0,57.0,66.0,381.0,615.0,35.0,,8.0,,11.0,25.0,1.0,,2.0,4.0,18.0,2.0,,16.0,,266.0,,1.0,,,,1.0,,,,,,
1,0,71,2,1240,10220,339,352,5,13,11,3,76,99.9916,7788,0,81,172,181,63,116,9,73,16,0,9305.0,5868.0,,3.0,,-4067.0,-1112.0,,,600.0,6712.0,2606.0,200.0,175.0,,1996.0,1.0,26.0,452.0,6.0,61.0,6.0,48.0,,109.0,16.0,1.0,,,2.0,22.0,,,9.0,,,,1.0,,,,3.0,,,,,,
1,8,39,3,2400,14395,460,544,12,15,9,8,169,30.2234,19920,0,123,116,127,63,46,100,0,21,0,10970.0,11419.0,,1038.0,598.0,-4995.0,-425.0,,660.0,600.0,7194.0,6915.0,200.0,,,4214.0,119.0,43.0,961.0,146.0,73.0,4.0,295.0,,156.0,21.0,1.0,,1.0,23.0,49.0,3.0,,52.0,,,,1.0,1.0,,,2.0,,,,,,
1,4,21,4,1051,12910,365,436,6,11,12,7,131,47.5044,12913,0,537,50,36,41,168,108,21,18,0,8191.0,9666.0,298.0,634.0,432.0,-4519.0,,,622.0,814.0,4237.0,5585.0,200.0,175.0,,5264.0,208.0,89.0,522.0,88.0,65.0,2.0,354.0,,78.0,18.0,1.0,1.0,,78.0,33.0,4.0,,8.0,,,,,,,,4.0,,,,,,
1,9,73,128,1277,20275,600,509,2,12,24,2,220,86.2695,14130,0,1765,178,137,1,24,129,48,20,0,7883.0,12923.0,596.0,522.0,6428.0,-4608.0,-320.0,,212.0,4055.0,2808.0,8070.0,200.0,,,4298.0,84.0,27.0,778.0,137.0,58.0,11.0,85.0,,275.0,22.0,2.0,,4.0,7.0,28.0,2.0,1.0,13.0,,,,1.0,,,,7.0,,,,,,
1,0,22,129,847,21840,487,517,8,5,17,0,193,1.00076,19218,0,988,201,1,190,48,65,235,20,0,6284.0,15942.0,,65.0,,-1555.0,,,1800.0,3907.0,3478.0,9091.0,200.0,,,4296.0,67.0,184.0,197.0,65.0,316.0,5.0,83.0,,111.0,20.0,5.0,,11.0,,35.0,3.0,1.0,20.0,,183.0,,,1.0,,,30.0,,,,,,
1,0,5,130,389,19165,488,583,14,8,9,0,101,2.20195,11398,0,971,254,102,0,116,108,48,21,0,15399.0,8827.0,596.0,304.0,120.0,-2332.0,-1392.0,,1081.0,3912.0,8495.0,4006.0,200.0,,,5234.0,67.0,57.0,183.0,69.0,71.0,2.0,30.0,,7.0,21.0,,,2.0,4.0,52.0,5.0,,22.0,,101.0,,1.0,,,,,,,,,,
1,5,67,131,4055,24165,631,755,16,5,21,11,226,None,28505,0,6149,158,50,147,196,114,46,25,0,17504.0,14008.0,596.0,417.0,208.0,-1315.0,,,1031.0,4476.0,9257.0,8430.0,510.0,,,14268.0,2.0,141.0,4019.0,115.0,143.0,5.0,244.0,,474.0,25.0,2.0,1.0,8.0,21.0,43.0,3.0,,22.0,,,,,,,,27.0,165.0,,,,,
1,0,106,132,2517,22305,585,753,10,7,12,3,250,None,20065,0,1275,48,0,1,141,145,145,25,0,14566.0,17677.0,,176.0,71.0,-2333.0,,,1187.0,4409.0,6248.0,9965.0,200.0,,,5401.0,146.0,98.0,791.0,298.0,5.0,10.0,235.0,,87.0,26.0,,1.0,1.0,15.0,36.0,4.0,,9.0,,,,,,,,2.0,,,,,,
2,10,51,0,259,7990,237,249,5,13,7,3,97,66.2857,15638,0,39,127,102,41,36,214,46,14,0,2555.0,8396.0,,374.0,355.0,-4277.0,,,200.0,600.0,1950.0,3330.0,,,,5054.0,140.0,4.0,1280.0,143.0,16.0,3.0,217.0,,132.0,14.0,,,9.0,13.0,30.0,1.0,,18.0,,,,,,,,5.0,,,,,,
2,11,109,1,781,12515,322,358,6,11,5,1,179,None,7989,16,1446,147,185,36,63,46,162,17,0,3872.0,12251.0,,150.0,100.0,-3949.0,,,800.0,778.0,2935.0,6263.0,,,,4659.0,,,2885.0,7.0,10.0,4.0,123.0,,318.0,17.0,,,2.0,111.0,31.0,2.0,1.0,8.0,,,,,1.0,,,,,,,,,
2,12,9,2,640,13845,355,425,10,6,8,3,154,70.0816,14295,0,217,170,63,36,212,166,123,19,0,8037.0,11110.0,,179.0,279.0,-2244.0,,,,600.0,4962.0,5730.0,,,,4394.0,188.0,19.0,1071.0,52.0,1.0,5.0,127.0,1.0,20.0,19.0,,,,18.0,33.0,,,8.0,,,,,,,,1.0,,,,,,
2,13,41,3,667,13260,328,345,0,9,4,3,154,14.0544,3159,0,0,116,145,172,65,29,0,17,0,2456.0,13071.0,,144.0,100.0,-2781.0,,,,600.0,1069.0,8583.0,,,,6297.0,191.0,,798.0,36.0,18.0,9.0,33.0,,,17.0,,,,28.0,18.0,,,4.0,,,,,4.0,,,1.0,,,,,,
2,0,27,4,147,7380,189,229,1,10,7,0,41,33.0944,4962,0,184,180,60,46,23,21,0,13,0,4235.0,5747.0,,450.0,451.0,-2750.0,,,,850.0,2060.0,701.0,,,,4155.0,55.0,26.0,68.0,38.0,52.0,1.0,26.0,,1.0,13.0,,,,7.0,33.0,,,3.0,,,,,,,,,,,,,,
2,0,38,128,785,20500,450,567,13,7,18,4,163,32.4821,14580,706,1438,1,0,110,63,81,108,22,0,11892.0,12648.0,596.0,566.0,477.0,-2303.0,,,2277.0,3354.0,5442.0,6404.0,200.0,,,6653.0,312.0,,1837.0,67.0,45.0,4.0,68.0,1.0,,22.0,2.0,,6.0,17.0,61.0,7.0,,20.0,,,,,,,,10.0,,,,,,
2,0,7,129,479,15760,376,461,5,6,28,2,78,76.0841,13796,0,729,190,102,1,180,108,0,20,0,12162.0,8522.0,,227.0,50.0,-1794.0,,,75.0,3276.0,5765.0,3233.0,200.0,,,5532.0,118.0,,386.0,123.0,10.0,5.0,204.0,,34.0,20.0,,,,,51.0,1.0,,10.0,,,,,,,,,,,,,,
2,0,10,130,2298,20735,493,535,17,2,14,5,170,18.3364,15755,0,3141,139,164,63,147,123,0,21,0,11489.0,12276.0,,496.0,267.0,-688.0,,,542.0,3771.0,6494.0,7095.0,200.0,,,5994.0,329.0,3.0,1049.0,46.0,35.0,5.0,37.0,17.0,,21.0,,,3.0,17.0,29.0,2.0,,7.0,,,,,1.0,1.0,,,,,,,,
2,0,12,131,4448,13990,389,454,7,2,13,2,111,None,12177,467,2131,63,81,174,147,46,0,19,0,9464.0,9864.0,596.0,643.0,397.0,-418.0,,,589.0,3523.0,4446.0,4384.0,369.0,,,3542.0,232.0,,1042.0,66.0,63.0,5.0,21.0,1.0,61.0,19.0,4.0,,10.0,5.0,40.0,4.0,2.0,10.0,,,,,2.0,,,4.0,,,,,,
2,0,85,132,3167,10635,313,363,6,5,17,3,51,None,4950,572,551,88,242,46,180,108,0,17,0,8403.0,6584.0,596.0,869.0,450.0,-1015.0,,,,3177.0,4014.0,1828.0,200.0,,,4567.0,126.0,26.0,267.0,76.0,28.0,6.0,30.0,,6.0,17.0,,,2.0,11.0,27.0,,,2.0,,,,,,,,14.0,,,,,,
3,14,50,0,1847,9690,290,378,4,13,21,8,47,3.01025,7691,10814,371,231,0,94,0,0,0,19,0,11534.0,6616.0,1192.0,128.0,14.0,-5147.0,-1214.0,,337.0,1667.0,5948.0,1604.0,400.0,175.0,,2747.0,61.0,11.0,250.0,55.0,164.0,5.0,36.0,,,19.0,,,1.0,,49.0,4.0,,13.0,,217.0,,1.0,,,,13.0,,,,,,
3,0,44,1,1145,18550,498,619,24,13,22,4,170,0.36778299999999997,27738,0,450,63,154,116,164,0,135,24,0,21833.0,8679.0,1192.0,148.0,16.0,-6287.0,-2799.0,,,1760.0,11571.0,6255.0,713.0,175.0,,2455.0,,,731.0,14.0,233.0,4.0,22.0,,129.0,24.0,2.0,,7.0,,38.0,,,24.0,,,,3.0,5.0,1.0,,5.0,,,,,,
3,0,32,2,1244,17825,454,635,17,11,18,5,144,11.8412,23279,0,1987,196,143,116,71,154,63,25,0,21297.0,9806.0,1192.0,377.0,116.0,-5029.0,-1550.0,,162.0,1965.0,10094.0,5211.0,671.0,175.0,,3374.0,50.0,29.0,1246.0,49.0,101.0,4.0,48.0,,,25.0,3.0,,13.0,6.0,35.0,3.0,,13.0,,,,1.0,,,,1.0,,,,,,
3,15,26,3,527,11565,286,351,2,17,21,2,71,84.1923,8725,0,296,1,102,37,48,214,40,18,0,10053.0,7301.0,,734.0,377.0,-6013.0,,,37.0,1520.0,4649.0,2471.0,400.0,175.0,,3761.0,70.0,12.0,434.0,75.0,210.0,4.0,5.0,,,18.0,1.0,1.0,6.0,15.0,33.0,1.0,,13.0,,,,,,,,2.0,,,,,,
3,16,39,4,1692,19055,453,620,17,12,10,13,148,None,19082,0,1500,63,41,96,108,0,123,24,0,19390.0,11361.0,,1142.0,708.0,-4968.0,,,685.0,1692.0,10173.0,5225.0,400.0,,,5993.0,,,1260.0,124.0,57.0,4.0,253.0,,340.0,24.0,,1.0,3.0,59.0,33.0,2.0,,15.0,,,,,1.0,,,34.0,,,,,,
3,17,78,128,1807,20350,459,632,13,8,20,3,128,28.7416,19952,0,1808,210,112,1,180,0,135,25,0,22496.0,9457.0,,563.0,246.0,-2962.0,,,969.0,3281.0,10221.0,4722.0,,,,4926.0,151.0,74.0,742.0,53.0,37.0,4.0,234.0,,139.0,25.0,,,2.0,7.0,32.0,4.0,,7.0,,,,1.0,,,,,,,,,,
3,0,19,129,2205,24295,523,630,18,11,19,9,183,77.1635,32146,0,3753,152,108,247,116,141,63,25,0,19086.0,11532.0,,1831.0,1046.0,-4879.0,-941.0,,1400.0,3937.0,9779.0,7020.0,,,,4580.0,2.0,83.0,642.0,67.0,71.0,,152.0,,38.0,25.0,1.0,,22.0,53.0,32.0,4.0,,13.0,,,,1.0,1.0,,,1.0,,,,,,
3,18,31,130,950,13280,323,436,7,16,24,3,44,0.8009769999999999,13820,1046,152,0,79,214,92,119,46,20,0,14501.0,7257.0,,714.0,150.0,-5414.0,-1141.0,,932.0,3127.0,6625.0,1597.0,,,,4382.0,118.0,2.0,502.0,32.0,153.0,4.0,41.0,,1.0,20.0,3.0,4.0,25.0,,54.0,4.0,,17.0,3.0,,,1.0,,,,3.0,,,,,,
3,19,40,131,968,13000,331,302,5,19,28,0,105,None,13472,0,355,178,190,180,42,60,108,17,0,7518.0,7923.0,,110.0,,-5801.0,,,,3020.0,4895.0,3987.0,,,,3107.0,129.0,,196.0,220.0,1.0,,52.0,,,17.0,3.0,,4.0,,35.0,,,7.0,,,,,,1.0,,6.0,,,,,,
3,20,47,132,24,23505,500,631,20,11,19,14,166,None,27992,0,3241,98,249,0,116,63,51,25,0,21288.0,10625.0,,543.0,130.0,-5239.0,-1801.0,,1510.0,3227.0,10563.0,6666.0,,,,4677.0,147.0,20.0,798.0,21.0,521.0,5.0,62.0,,1.0,25.0,1.0,,2.0,7.0,52.0,4.0,,20.0,1.0,,,1.0,2.0,,,3.0,,,,,,
4,0,8,0,4817,18605,732,683,8,2,10,14,268,None,11050,0,9411,1,50,147,0,145,247,20,0,6256.0,14100.0,1043.0,101.0,90.0,-508.0,,,250.0,4965.0,3318.0,10776.0,751.0,,,2175.0,53.0,119.0,741.0,39.0,9.0,23.0,158.0,,98.0,20.0,2.0,,3.0,1.0,30.0,1.0,,17.0,,,,,,,,6.0,,,,,,
4,21,39,1,3374,19675,707,694,18,4,9,5,139,0.100312,24979,0,1581,41,116,185,63,108,135,20,0,10927.0,8749.0,1043.0,1140.0,773.0,-1136.0,,,922.0,5066.0,7178.0,5405.0,689.0,,,3494.0,91.0,24.0,843.0,124.0,50.0,2.0,530.0,,43.0,20.0,1.0,1.0,2.0,24.0,42.0,4.0,,12.0,,403.0,,,,,,8.0,,,,,,
4,22,55,2,1315,14025,424,372,1,3,13,0,114,4.13965,6395,0,490,178,90,180,1,46,102,14,0,3408.0,7417.0,447.0,471.0,241.0,-657.0,,,1950.0,3860.0,987.0,4712.0,400.0,,,3864.0,149.0,1.0,587.0,49.0,153.0,4.0,45.0,,278.0,14.0,,,3.0,21.0,40.0,5.0,,3.0,,,,,,,,2.0,,,,,,
4,23,87,3,2306,9225,348,309,1,4,15,7,27,None,5420,0,319,65,108,46,214,16,16,13,0,3433.0,5816.0,447.0,64.0,,-626.0,,,185.0,3860.0,1653.0,1915.0,400.0,,,2153.0,,11.0,260.0,48.0,64.0,2.0,4.0,,232.0,13.0,1.0,,1.0,1.0,33.0,2.0,,15.0,,,,,,,,6.0,,,,,,
4,24,69,4,2287,17450,624,541,9,3,12,0,120,0.366836,9916,2328,1261,1,231,65,46,81,108,18,0,7005.0,9362.0,596.0,95.0,1790.0,-1437.0,,,412.0,4499.0,4079.0,5725.0,400.0,,,2556.0,29.0,142.0,325.0,13.0,117.0,10.0,52.0,,96.0,18.0,,,,1.0,36.0,3.0,,10.0,,,,,,,,22.0,,,,,,
4,25,101,128,994,7770,308,309,4,7,5,2,9,None,5813,446,0,37,92,180,16,254,218,13,0,6340.0,3385.0,,26.0,50.0,-1883.0,-671.0,,75.0,,6264.0,258.0,,,,3587.0,,16.0,326.0,24.0,72.0,1.0,30.0,,172.0,11.0,,,3.0,,32.0,1.0,,7.0,,,,1.0,1.0,,,2.0,,,,,,
4,26,100,129,102,5560,235,205,3,9,5,0,41,32.3754,7399,0,0,46,41,185,181,0,50,11,0,3148.0,3243.0,,82.0,62.0,-2391.0,-736.0,,,,2827.0,1381.0,,,,2993.0,3.0,,306.0,41.0,29.0,3.0,142.0,,12.0,11.0,1.0,2.0,1.0,1.0,27.0,,,8.0,39.0,372.0,,1.0,,1.0,,2.0,,,,,,
4,0,22,130,315,7770,271,313,4,5,6,0,61,2.00098,16016,0,0,180,178,190,102,46,0,13,0,2530.0,7341.0,,2.0,,-1195.0,,,100.0,,2885.0,2523.0,,,,5209.0,1.0,15.0,298.0,37.0,165.0,4.0,56.0,,70.0,13.0,,,,12.0,28.0,3.0,,12.0,,,,,1.0,,,14.0,,,,,,
4,5,67,131,517,10965,418,467,4,5,6,15,159,None,13006,0,0,170,50,36,56,137,0,16,0,5137.0,9488.0,,91.0,66.0,-1915.0,-953.0,,212.0,,3639.0,6321.0,,,,12649.0,2.0,56.0,2783.0,66.0,55.0,10.0,144.0,4.0,388.0,16.0,1.0,,13.0,3.0,23.0,2.0,,9.0,,,,1.0,3.0,,,14.0,128.0,,,,,
4,27,21,132,102,6915,289,272,1,11,8,4,99,24.155,7830,0,45,41,50,77,23,60,21,12,0,2237.0,6092.0,,245.0,178.0,-2599.0,-502.0,,130.0,,1816.0,3982.0,,,,3140.0,81.0,3.0,391.0,78.0,31.0,7.0,159.0,,2.0,14.0,1.0,,1.0,5.0,25.0,2.0,,19.0,,227.0,,1.0,3.0,,,2.0,,,,,,
5,0,32,0,3557,9115,496,507,13,6,14,1,37,None,12298,0,1022,196,71,63,181,36,170,15,0,9007.0,4133.0,,168.0,108.0,-1854.0,,,,3360.0,5648.0,1298.0,,,,1834.0,39.0,3.0,247.0,28.0,42.0,3.0,19.0,,131.0,15.0,1.0,,,2.0,26.0,,,10.0,,,,,,,,7.0,,,,,,
5,28,27,1,2496,8655,411,309,3,7,16,2,54,12.197,5459,0,1894,214,36,46,60,1,30,11,0,3954.0,4037.0,,133.0,54.0,-1223.0,,,400.0,3666.0,2427.0,2034.0,,,,2644.0,66.0,25.0,202.0,25.0,60.0,1.0,13.0,,272.0,11.0,,,3.0,8.0,39.0,4.0,,11.0,,,,,,,,28.0,,,,,,
5,5,67,2,2306,15665,631,644,13,3,19,12,118,None,16923,0,2547,137,50,36,71,147,212,17,0,9844.0,6871.0,,200.0,100.0,-837.0,,,1350.0,3588.0,5645.0,4604.0,,,,9382.0,,36.0,3040.0,51.0,66.0,5.0,130.0,,444.0,17.0,1.0,,,41.0,32.0,1.0,,16.0,,,,,,,,20.0,43.0,,,,,
5,0,106,3,1714,15015,604,626,14,1,21,7,99,None,20239,0,1241,48,170,145,185,1,41,17,0,8912.0,7300.0,,240.0,72.0,-239.0,,,482.0,3609.0,5470.0,4095.0,,,,4942.0,143.0,,546.0,138.0,3.0,2.0,212.0,,,18.0,4.0,3.0,2.0,7.0,27.0,2.0,,6.0,,414.0,,,,,,,,,,,,
5,29,71,4,271,10560,423,388,6,6,17,1,18,86.1794,8002,324,16,181,92,226,63,0,40,13,0,7786.0,2375.0,,46.0,,-1764.0,,,37.0,3120.0,4662.0,701.0,,,,1158.0,27.0,3.0,177.0,3.0,68.0,4.0,22.0,,19.0,13.0,3.0,,3.0,,24.0,1.0,,12.0,,47.0,,,4.0,,,2.0,,,,,,
5,30,28,128,529,7210,321,302,2,10,4,11,81,51.221,2979,0,20,1,102,34,63,0,182,11,0,2468.0,5342.0,,136.0,82.0,-2810.0,,,125.0,,2297.0,3420.0,,,,2063.0,,46.0,677.0,25.0,44.0,3.0,132.0,,62.0,11.0,,,,2.0,21.0,3.0,,16.0,,368.0,,,3.0,,,5.0,,,,,,
5,0,107,129,760,6945,319,330,5,12,8,0,16,34.0917,7764,0,0,190,36,92,180,73,0,12,0,5431.0,3132.0,,106.0,62.0,-2748.0,,,200.0,,4963.0,721.0,,,,2472.0,121.0,3.0,324.0,112.0,25.0,5.0,43.0,,243.0,11.0,,,1.0,2.0,32.0,1.0,,8.0,,,,,,,,5.0,,,,,,
5,31,62,130,987,6330,312,269,5,9,6,2,14,1.8,7405,0,0,86,181,180,40,36,1,11,0,3728.0,2987.0,,368.0,77.0,-2241.0,,,100.0,,4894.0,515.0,,,,2692.0,58.0,9.0,215.0,11.0,67.0,4.0,88.0,,5.0,11.0,,,1.0,5.0,23.0,1.0,,2.0,,96.0,,,1.0,,,1.0,,,,,,
5,0,84,131,1839,4490,285,346,2,9,8,4,18,18.7455,4806,0,0,0,60,46,36,0,29,13,0,6517.0,2435.0,,152.0,244.0,-2331.0,-573.0,,,,4248.0,363.0,,,,2432.0,7.0,28.0,249.0,20.0,88.0,2.0,26.0,,36.0,13.0,,,,5.0,28.0,,,6.0,,15.0,,1.0,,,,,,,,,,
5,0,11,132,3,10285,420,430,7,11,9,12,125,None,12035,0,0,26,63,46,162,0,116,14,0,4620.0,6534.0,,132.0,150.0,-2869.0,,,642.0,,3759.0,4503.0,,,,1954.0,49.0,50.0,313.0,8.0,,1.0,290.0,,,14.0,,,2.0,8.0,26.0,4.0,,14.0,,150.0,,,,2.0,,5.0,,,,,,
6,28,20,0,524,10595,320,348,1,7,14,2,38,29.3819,5533,0,775,48,36,59,40,229,212,15,0,6982.0,5341.0,,100.0,150.0,-2003.0,,,,3558.0,2977.0,930.0,,175.0,,3657.0,76.0,60.0,366.0,49.0,88.0,4.0,38.0,,324.0,14.0,,,2.0,6.0,44.0,,1.0,9.0,,,,,3.0,1.0,,9.0,,,,,,
6,32,8,1,674,24215,719,776,20,3,9,7,290,5.5189900000000005,22060,0,3671,145,208,147,48,0,1,22,0,12181.0,15020.0,,435.0,473.0,-1167.0,-1349.0,,1282.0,3931.0,7445.0,9901.0,,175.0,,4339.0,79.0,161.0,585.0,48.0,16.0,8.0,245.0,,52.0,21.0,,,,16.0,34.0,4.0,,,,149.0,,1.0,,,,17.0,,,,,,
6,5,67,2,1289,18775,543,628,5,2,18,2,198,None,18519,0,2796,196,63,147,212,36,137,20,0,10005.0,11753.0,,568.0,598.0,-148.0,,,362.0,3775.0,3886.0,7250.0,,175.0,,12914.0,,93.0,3107.0,99.0,79.0,16.0,109.0,,460.0,20.0,,,,44.0,43.0,2.0,,12.0,,,,,,,,12.0,104.0,,,,,
6,33,69,3,5056,14440,564,507,10,10,13,1,163,0.300571,16516,286,802,50,81,119,73,154,0,18,0,7938.0,9871.0,,284.0,2099.0,-2870.0,,,387.0,3527.0,4847.0,5807.0,,175.0,,2670.0,13.0,91.0,879.0,13.0,88.0,8.0,170.0,2.0,49.0,19.0,,,,10.0,39.0,5.0,,11.0,,88.0,,,,,,4.0,,,,,,
6,34,100,4,2687,14475,425,426,4,7,19,0,106,56.7867,11005,1195,423,231,36,92,46,152,0,16,0,7290.0,7848.0,,78.0,,-1883.0,,,2849.0,3360.0,3755.0,4229.0,,175.0,,3802.0,87.0,119.0,333.0,66.0,135.0,4.0,186.0,,20.0,16.0,,1.0,1.0,3.0,42.0,5.0,,2.0,,26.0,,,1.0,,,7.0,,,,,,
6,35,30,128,867,7855,293,326,4,10,13,0,15,84.4562,8757,4445,163,254,46,37,36,180,188,14,0,6752.0,4059.0,714.0,19.0,,-2390.0,-916.0,,,680.0,5177.0,589.0,400.0,,,2015.0,72.0,93.0,160.0,50.0,46.0,2.0,29.0,68.0,14.0,14.0,,,1.0,,39.0,,,4.0,,52.0,,1.0,,1.0,,5.0,,,,,,
6,36,41,129,93,17485,460,483,8,7,8,16,178,35.9411,12937,0,275,212,158,63,108,172,46,18,0,5837.0,10186.0,714.0,369.0,233.0,-2813.0,,,1794.0,680.0,4176.0,7270.0,400.0,,,3565.0,67.0,33.0,850.0,126.0,3.0,8.0,117.0,2.0,237.0,18.0,,,4.0,5.0,40.0,4.0,,12.0,,,,,3.0,,,2.0,,,,,,
